SampleID	PatientID	Accession	BioProject	AccessionShotgun	Pool	run_prefix	instrument_model	platform	target_gene
FMT.0128S	FMT.0128	SRR11422156	PRJNA545312		734	FMT.0128S..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0128T	FMT.0128	SRR11422155	PRJNA545312		734	FMT.0128T..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0128U	FMT.0128	SRR11422154	PRJNA545312		734	FMT.0128U..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0128V	FMT.0128	SRR11422153	PRJNA545312		734	FMT.0128V..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0128W	FMT.0128	SRR11421427	PRJNA545312		734	FMT.0128W..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0128X	FMT.0128	SRR11421425	PRJNA545312		742	FMT.0128X..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0130B	FMT.0130	SRR11421423	PRJNA545312		734	FMT.0130B..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0130C	FMT.0130	SRR11421422	PRJNA545312		734	FMT.0130C..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0130D	FMT.0130	SRR11421421	PRJNA545312		734	FMT.0130D..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0130E	FMT.0130	SRR11421420	PRJNA545312		734	FMT.0130E..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0130F	FMT.0130	SRR11421419	PRJNA545312		734	FMT.0130F..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0130H	FMT.0130	SRR11421417	PRJNA545312		734	FMT.0130H..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131B	FMT.0131	SRR11421060	PRJNA545312		734	FMT.0131B..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131C	FMT.0131	SRR11421059	PRJNA545312		734	FMT.0131C..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131D	FMT.0131	SRR11421058	PRJNA545312		734	FMT.0131D..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131E	FMT.0131	SRR11421057	PRJNA545312		734	FMT.0131E..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131F	FMT.0131	SRR11421056	PRJNA545312		734	FMT.0131F..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131G	FMT.0131	SRR11421055	PRJNA545312		734	FMT.0131G..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131H	FMT.0131	SRR11421054	PRJNA545312		734	FMT.0131H..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131I	FMT.0131	SRR11421053	PRJNA545312		734	FMT.0131I..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131J	FMT.0131	SRR11421052	PRJNA545312		734	FMT.0131J..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131K	FMT.0131	SRR11421050	PRJNA545312		734	FMT.0131K..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0131L	FMT.0131	SRR11421049	PRJNA545312		698	FMT.0131L..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0131M	FMT.0131	SRR11421048	PRJNA545312		698	FMT.0131M..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0131N	FMT.0131	SRR11421047	PRJNA545312		698	FMT.0131N..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0131O	FMT.0131	SRR11421046	PRJNA545312		698	FMT.0131O..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0131P	FMT.0131	SRR11421045	PRJNA545312		698	FMT.0131P..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0131Q	FMT.0131	SRR11421044	PRJNA545312		734	FMT.0131Q..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0132B	FMT.0132	SRR11422152	PRJNA545312		734	FMT.0132B..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0132D	FMT.0132	SRR11422150	PRJNA545312		734	FMT.0132D..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0133B	FMT.0133	SRR11422148	PRJNA545312		734	FMT.0133B..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0133C	FMT.0133	SRR11422146	PRJNA545312		734	FMT.0133C..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0134G	FMT.0134	SRR11422394	PRJNA545312		666	FMT.0134G..pool666	Illumina MiSeq	Illumina	16S rRNA
FMT.0136A	FMT.0136	SRR11422383	PRJNA545312		660	FMT.0136A..pool660	Illumina MiSeq	Illumina	16S rRNA
FMT.0137A	FMT.0137	SRR11422365	PRJNA545312		660	FMT.0137A..pool660	Illumina MiSeq	Illumina	16S rRNA
FMT.0137C	FMT.0137	SRR11422363	PRJNA545312		734	FMT.0137C..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137D	FMT.0137	SRR11422362	PRJNA545312		734	FMT.0137D..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137E	FMT.0137	SRR11422361	PRJNA545312		734	FMT.0137E..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137F	FMT.0137	SRR11422360	PRJNA545312		734	FMT.0137F..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137G	FMT.0137	SRR11422359	PRJNA545312		734	FMT.0137G..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137H	FMT.0137	SRR11422357	PRJNA545312		734	FMT.0137H..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137I	FMT.0137	SRR11422356	PRJNA545312		734	FMT.0137I..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137J	FMT.0137	SRR11422355	PRJNA545312		734	FMT.0137J..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137L	FMT.0137	SRR11422353	PRJNA545312		734	FMT.0137L..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0137M	FMT.0137	SRR11422352	PRJNA545312		734	FMT.0137M..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0138J	FMT.0138	SRR11116396	PRJNA607574		802	FMT.0138J..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0139A	FMT.0139	SRR11422620	PRJNA545312		734	FMT.0139A..pool734	Illumina MiSeq	Illumina	16S rRNA
FMT.0139HH	FMT.0139	SRR11116359	PRJNA607574		802	FMT.0139HH..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0139JJ	FMT.0139	SRR11116358	PRJNA607574		802	FMT.0139JJ..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0142A	FMT.0142	SRR11422022	PRJNA545312		660	FMT.0142A..pool660	Illumina MiSeq	Illumina	16S rRNA
FMT.0143A	FMT.0143	SRR11421953	PRJNA545312		666	FMT.0143A..pool666	Illumina MiSeq	Illumina	16S rRNA
FMT.0144A	FMT.0144	SRR11422343	PRJNA545312		666	FMT.0144A..pool666	Illumina MiSeq	Illumina	16S rRNA
FMT.0147A	FMT.0147	SRR11421039	PRJNA545312		666	FMT.0147A..pool666	Illumina MiSeq	Illumina	16S rRNA
FMT.0154X	FMT.0154	SRR11116946	PRJNA607574		802	FMT.0154X..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0155Q	FMT.0155	SRR11116945	PRJNA607574		802	FMT.0155Q..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0157L	FMT.0157	SRR11423045	PRJNA545312		698	FMT.0157L..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0158HH	FMT.0158	SRR11116943	PRJNA607574		802	FMT.0158HH..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0158II	FMT.0158	SRR11116942	PRJNA607574		802	FMT.0158II..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0158JJ	FMT.0158	SRR11116941	PRJNA607574		802	FMT.0158JJ..pool802	Illumina MiSeq	Illumina	16S rRNA
FMT.0159H	FMT.0159	SRR11422942	PRJNA545312		789	FMT.0159H..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159I	FMT.0159	SRR11422941	PRJNA545312		789	FMT.0159I..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159J	FMT.0159	SRR11422939	PRJNA545312		789	FMT.0159J..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159K	FMT.0159	SRR11422938	PRJNA545312		789	FMT.0159K..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159L	FMT.0159	SRR11422937	PRJNA545312		789	FMT.0159L..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159M	FMT.0159	SRR11422936	PRJNA545312		789	FMT.0159M..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159N	FMT.0159	SRR11422935	PRJNA545312		789	FMT.0159N..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159O	FMT.0159	SRR11422934	PRJNA545312		789	FMT.0159O..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159P	FMT.0159	SRR11422933	PRJNA545312		789	FMT.0159P..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0159Q	FMT.0159	SRR11422932	PRJNA545312		789	FMT.0159Q..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0162A	FMT.0162	SRR11422860	PRJNA545312		698	FMT.0162A..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0162B	FMT.0162	SRR11422859	PRJNA545312		710	FMT.0162B..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162C	FMT.0162	SRR11422858	PRJNA545312		710	FMT.0162C..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162D	FMT.0162	SRR11422857	PRJNA545312		710	FMT.0162D..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162E	FMT.0162	SRR11422855	PRJNA545312		710	FMT.0162E..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162F	FMT.0162	SRR11422854	PRJNA545312		710	FMT.0162F..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162G	FMT.0162	SRR11422853	PRJNA545312		710	FMT.0162G..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162H	FMT.0162	SRR11422852	PRJNA545312		710	FMT.0162H..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0162I	FMT.0162	SRR11422851	PRJNA545312		710	FMT.0162I..pool710	Illumina MiSeq	Illumina	16S rRNA
FMT.0163A	FMT.0163	SRR11423410	PRJNA545312		698	FMT.0163A..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0165A	FMT.0165	SRR11423357	PRJNA545312		698	FMT.0165A..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0165L	FMT.0165	SRR11423347	PRJNA545312		725	FMT.0165L..pool725	Illumina MiSeq	Illumina	16S rRNA
FMT.0165N	FMT.0165	SRR11423345	PRJNA545312		789	FMT.0165N..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0165O	FMT.0165	SRR11423344	PRJNA545312		789	FMT.0165O..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0165Q	FMT.0165	SRR11423342	PRJNA545312		789	FMT.0165Q..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0166H	FMT.0166	SRR11423333	PRJNA545312		725	FMT.0166H..pool725	Illumina MiSeq	Illumina	16S rRNA
FMT.0167A	FMT.0167	SRR11423332	PRJNA545312		742	FMT.0167A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0168A	FMT.0168	SRR11423302	PRJNA545312		698	FMT.0168A..pool698	Illumina MiSeq	Illumina	16S rRNA
FMT.0168J	FMT.0168	SRR11423292	PRJNA545312		790	FMT.0168J..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0171P	FMT.0171	SRR11423231	PRJNA545312		725	FMT.0171P..pool725	Illumina MiSeq	Illumina	16S rRNA
FMT.0173B	FMT.0173	SRR11423183	PRJNA545312		789	FMT.0173B..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173C	FMT.0173	SRR11423182	PRJNA545312		789	FMT.0173C..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173D	FMT.0173	SRR11423181	PRJNA545312		789	FMT.0173D..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173E	FMT.0173	SRR11423180	PRJNA545312		789	FMT.0173E..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173F	FMT.0173	SRR11423179	PRJNA545312		789	FMT.0173F..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173G	FMT.0173	SRR11423177	PRJNA545312		789	FMT.0173G..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173H	FMT.0173	SRR11423176	PRJNA545312		789	FMT.0173H..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173I	FMT.0173	SRR11423175	PRJNA545312		789	FMT.0173I..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173J	FMT.0173	SRR11423174	PRJNA545312		789	FMT.0173J..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173K	FMT.0173	SRR11423173	PRJNA545312		789	FMT.0173K..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173L	FMT.0173	SRR11423172	PRJNA545312		789	FMT.0173L..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173N	FMT.0173	SRR11423170	PRJNA545312		789	FMT.0173N..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173P	FMT.0173	SRR10668345	PRJNA545312		789	FMT.0173P..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173Q	FMT.0173	SRR10668344	PRJNA545312		789	FMT.0173Q..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173R	FMT.0173	SRR10668343	PRJNA545312		789	FMT.0173R..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173S	FMT.0173	SRR11116921	PRJNA607574		789	FMT.0173S..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173T	FMT.0173	SRR11116920	PRJNA607574		789	FMT.0173T..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0173U	FMT.0173	SRR11116919	PRJNA607574		789	FMT.0173U..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0175L	FMT.0175	SRR11423125	PRJNA545312		725	FMT.0175L..pool725	Illumina MiSeq	Illumina	16S rRNA
FMT.0176AA	FMT.0176	SRR11116918	PRJNA607574		790	FMT.0176AA..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0176BB	FMT.0176	SRR11116917	PRJNA607574		790	FMT.0176BB..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0176CC	FMT.0176	SRR11116916	PRJNA607574		790	FMT.0176CC..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0176HH	FMT.0176	SRR11116909	PRJNA607574		838	FMT.0176HH..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0176II	FMT.0176	SRR11116908	PRJNA607574		838	FMT.0176II..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0176JJ	FMT.0176	SRR11116907	PRJNA607574		838	FMT.0176JJ..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0176KK	FMT.0176	SRR11116906	PRJNA607574		838	FMT.0176KK..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0176LL	FMT.0176	SRR11116905	PRJNA607574		838	FMT.0176LL..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0176X	FMT.0176	SRR10668337	PRJNA545312		790	FMT.0176X..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0176Z	FMT.0176	SRR11116902	PRJNA607574		790	FMT.0176Z..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0178A	FMT.0178	SRR11423694	PRJNA545312		725	FMT.0178A..pool725	Illumina MiSeq	Illumina	16S rRNA
FMT.0178B	FMT.0178	SRR11423693	PRJNA545312		765	FMT.0178B..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0178C	FMT.0178	SRR11423692	PRJNA545312		765	FMT.0178C..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0178CC	FMT.0178	SRR11116891	PRJNA607574		789	FMT.0178CC..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0178D	FMT.0178	SRR11423691	PRJNA545312		765	FMT.0178D..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0178E	FMT.0178	SRR11423690	PRJNA545312		765	FMT.0178E..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0178F	FMT.0178	SRR11423689	PRJNA545312		765	FMT.0178F..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0178FF	FMT.0178	SRR11116889	PRJNA607574		789	FMT.0178FF..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0178G	FMT.0178	SRR11423688	PRJNA545312		765	FMT.0178G..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0178GG	FMT.0178	SRR11116888	PRJNA607574		789	FMT.0178GG..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0178HH	FMT.0178	SRR11116887	PRJNA607574		789	FMT.0178HH..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0178II	FMT.0178	SRR11116886	PRJNA607574		789	FMT.0178II..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0178JJ	FMT.0178	SRR11116885	PRJNA607574		789	FMT.0178JJ..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0178KK	FMT.0178	SRR11116884	PRJNA607574		798	FMT.0178KK..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178LL	FMT.0178	SRR11116883	PRJNA607574		798	FMT.0178LL..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178MM	FMT.0178	SRR11116882	PRJNA607574		798	FMT.0178MM..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178NN	FMT.0178	SRR11116880	PRJNA607574		798	FMT.0178NN..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178OO	FMT.0178	SRR11116879	PRJNA607574		798	FMT.0178OO..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178PP	FMT.0178	SRR11116878	PRJNA607574		798	FMT.0178PP..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178QQ	FMT.0178	SRR11116877	PRJNA607574		798	FMT.0178QQ..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178RR	FMT.0178	SRR11116876	PRJNA607574		798	FMT.0178RR..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178SS	FMT.0178	SRR11116875	PRJNA607574		798	FMT.0178SS..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0178TT	FMT.0178	SRR11116874	PRJNA607574		798	FMT.0178TT..pool798	Illumina MiSeq	Illumina	16S rRNA
FMT.0179L	FMT.0179	SRR11423656	PRJNA545312		742	FMT.0179L..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0180H	FMT.0180	SRR11423647	PRJNA545312		742	FMT.0180H..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0180I	FMT.0180	SRR11423646	PRJNA545312		742	FMT.0180I..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0180M	FMT.0180	SRR11423642	PRJNA545312		765	FMT.0180M..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0181A	FMT.0181	SRR11423639	PRJNA545312		742	FMT.0181A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0182A	FMT.0182	SRR11423620	PRJNA545312		725	FMT.0182A..pool725	Illumina MiSeq	Illumina	16S rRNA
FMT.0185A	FMT.0185	SRR11423594	PRJNA545312		742	FMT.0185A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0186P	FMT.0186	SRR11423549	PRJNA545312		789	FMT.0186P..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0186Q	FMT.0186	SRR11423548	PRJNA545312		789	FMT.0186Q..pool789	Illumina MiSeq	Illumina	16S rRNA
FMT.0188A	FMT.0188	SRR11423527	PRJNA545312		742	FMT.0188A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0189B	FMT.0189	SRR11423524	PRJNA545312		742	FMT.0189B..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0189L	FMT.0189	SRR11423513	PRJNA545312		790	FMT.0189L..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189M	FMT.0189	SRR11423512	PRJNA545312		790	FMT.0189M..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189N	FMT.0189	SRR11423511	PRJNA545312		790	FMT.0189N..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189O	FMT.0189	SRR11423510	PRJNA545312		790	FMT.0189O..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189P	FMT.0189	SRR11423509	PRJNA545312		790	FMT.0189P..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189S	FMT.0189	SRR11423507	PRJNA545312		790	FMT.0189S..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189T	FMT.0189	SRR11423506	PRJNA545312		790	FMT.0189T..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189U	FMT.0189	SRR11423505	PRJNA545312		790	FMT.0189U..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189V	FMT.0189	SRR11423504	PRJNA545312		790	FMT.0189V..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189W	FMT.0189	SRR11423503	PRJNA545312		790	FMT.0189W..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0189X	FMT.0189	SRR11423502	PRJNA545312		790	FMT.0189X..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0191A	FMT.0191	SRR11423498	PRJNA545312		742	FMT.0191A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0192A	FMT.0192	SRR11423484	PRJNA545312		742	FMT.0192A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0193A	FMT.0193	SRR11423461	PRJNA545312		742	FMT.0193A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0194A	FMT.0194	SRR11423455	PRJNA545312		742	FMT.0194A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0195A	FMT.0195	SRR11423436	PRJNA545312		742	FMT.0195A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0195D	FMT.0195	SRR11423121	PRJNA545312		790	FMT.0195D..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0195E	FMT.0195	SRR11423120	PRJNA545312		790	FMT.0195E..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0195F	FMT.0195	SRR11423119	PRJNA545312		790	FMT.0195F..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0195G	FMT.0195	SRR11423117	PRJNA545312		790	FMT.0195G..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0195H	FMT.0195	SRR11423116	PRJNA545312		790	FMT.0195H..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0196A	FMT.0196	SRR11423114	PRJNA545312		742	FMT.0196A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0200A	FMT.0200	SRR11423028	PRJNA545312		742	FMT.0200A..pool742	Illumina MiSeq	Illumina	16S rRNA
FMT.0200J	FMT.0200	SRR11423018	PRJNA545312		765	FMT.0200J..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0200K	FMT.0200	SRR11423017	PRJNA545312		765	FMT.0200K..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0200L	FMT.0200	SRR11423016	PRJNA545312		765	FMT.0200L..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0200M	FMT.0200	SRR11423015	PRJNA545312		765	FMT.0200M..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0200N	FMT.0200	SRR11423014	PRJNA545312		765	FMT.0200N..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0200O	FMT.0200	SRR11423011	PRJNA545312		765	FMT.0200O..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0202G	FMT.0202	SRR11422965	PRJNA545312		765	FMT.0202G..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0202H	FMT.0202	SRR11422964	PRJNA545312		790	FMT.0202H..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0208A	FMT.0208	SRR11423419	PRJNA545312		765	FMT.0208A..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208B	FMT.0208	SRR11423387	PRJNA545312		765	FMT.0208B..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208C	FMT.0208	SRR11422546	PRJNA545312		765	FMT.0208C..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208D	FMT.0208	SRR11422545	PRJNA545312		765	FMT.0208D..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208E	FMT.0208	SRR11422543	PRJNA545312		765	FMT.0208E..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208F	FMT.0208	SRR11422542	PRJNA545312		765	FMT.0208F..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208G	FMT.0208	SRR11422541	PRJNA545312		765	FMT.0208G..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208H	FMT.0208	SRR11421726	PRJNA545312		765	FMT.0208H..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208I	FMT.0208	SRR11421725	PRJNA545312		765	FMT.0208I..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208J	FMT.0208	SRR11421724	PRJNA545312		765	FMT.0208J..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208K	FMT.0208	SRR11421723	PRJNA545312		765	FMT.0208K..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208L	FMT.0208	SRR11421722	PRJNA545312		765	FMT.0208L..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208M	FMT.0208	SRR11421721	PRJNA545312		765	FMT.0208M..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208N	FMT.0208	SRR11421720	PRJNA545312		765	FMT.0208N..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208O	FMT.0208	SRR11421718	PRJNA545312		765	FMT.0208O..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0208P	FMT.0208	SRR11421717	PRJNA545312		765	FMT.0208P..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0212B	FMT.0212	SRR11421701	PRJNA545312		765	FMT.0212B..pool765	Illumina MiSeq	Illumina	16S rRNA
FMT.0219C	FMT.0219	SRR11421898	PRJNA545312		790	FMT.0219C..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0219D	FMT.0219	SRR11421897	PRJNA545312		790	FMT.0219D..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0219E	FMT.0219	SRR11421896	PRJNA545312		790	FMT.0219E..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0219F	FMT.0219	SRR11421894	PRJNA545312		790	FMT.0219F..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0219G	FMT.0219	SRR11423386	PRJNA545312		790	FMT.0219G..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0219H	FMT.0219	SRR11423385	PRJNA545312		790	FMT.0219H..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0219J	FMT.0219	SRR11423383	PRJNA545312		790	FMT.0219J..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0232A	FMT.0232	SRR11423252	PRJNA545312		790	FMT.0232A..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0236A	FMT.0236	SRR11423250	PRJNA545312		790	FMT.0236A..pool790	Illumina MiSeq	Illumina	16S rRNA
FMT.0237J	FMT.0237	SRR11116453	PRJNA607574		805	FMT.0237J..pool805	Illumina MiSeq	Illumina	16S rRNA
